ranking,type,route_code,passengers,route_name,origin_airport_code,origin_airport_country,origin_airport_icao,origin_airport_name,destination_airport_code,destination_airport_country,destination_airport_icao,destination_airport_name
117,international,IE_EIDW_UK_EGSS,907218,DUBLIN airport - LONDON STANSTED airport,IE_EIDW,IE,EIDW,DUBLIN airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
118,domestic,IT_LIEE_IT_LIRF,903721,CAGLIARI/ELMAS airport - ROMA/FIUMICINO airport,IT_LIEE,IT,LIEE,CAGLIARI/ELMAS airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport
119,international,DE_EDDT_ES_LEPA,901099,BERLIN-TEGEL airport - PALMA DE MALLORCA airport,DE_EDDT,DE,EDDT,BERLIN-TEGEL airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport
120,international,DE_EDDM_ES_LEMD,900794,MUENCHEN airport - ADOLFO SUAREZ MADRID-BARAJAS airport,DE_EDDM,DE,EDDM,MUENCHEN airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport
121,domestic,IT_LICJ_IT_LIMC,894424,PALERMO/PUNTA RAISI airport - MILANO/MALPENSA airport,IT_LICJ,IT,LICJ,PALERMO/PUNTA RAISI airport,IT_LIMC,IT,LIMC,MILANO/MALPENSA airport
122,international,ES_LEAL_UK_EGKK,892306,ALICANTE airport - LONDON GATWICK airport,ES_LEAL,ES,LEAL,ALICANTE airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
123,international,ES_LEBL_IT_LIMC,891190,BARCELONA/EL PRAT airport - MILANO/MALPENSA airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,IT_LIMC,IT,LIMC,MILANO/MALPENSA airport
124,international,DE_EDDM_ES_LEBL,889281,MUENCHEN airport - BARCELONA/EL PRAT airport,DE_EDDM,DE,EDDM,MUENCHEN airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport
125,international,DE_EDDH_ES_LEPA,884938,HAMBURG airport - PALMA DE MALLORCA airport,DE_EDDH,DE,EDDH,HAMBURG airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport
126,domestic,FR_LFML_FR_LFPO,883150,MARSEILLE-PROVENCE airport - PARIS-ORLY airport,FR_LFML,FR,LFML,MARSEILLE-PROVENCE airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport
127,international,DE_EDDM_ES_LEPA,881564,MUENCHEN airport - PALMA DE MALLORCA airport,DE_EDDM,DE,EDDM,MUENCHEN airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport
128,international,DE_EDDF_NL_EHAM,881423,FRANKFURT/MAIN airport - AMSTERDAM/SCHIPHOL airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
129,domestic,UK_EGLL_UK_EGPF,864888,LONDON HEATHROW airport - GLASGOW airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport,UK_EGPF,UK,EGPF,GLASGOW airport
130,international,ES_GCTS_UK_EGCC,863880,TENERIFE SUR/REINA SOFIA airport - MANCHESTER airport,ES_GCTS,ES,GCTS,TENERIFE SUR/REINA SOFIA airport,UK_EGCC,UK,EGCC,MANCHESTER airport
131,international,NL_EHAM_SE_ESSA,863648,AMSTERDAM/SCHIPHOL airport - STOCKHOLM/ARLANDA airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport,SE_ESSA,SE,ESSA,STOCKHOLM/ARLANDA airport
132,international,DE_EDDT_FR_LFPG,862548,BERLIN-TEGEL airport - PARIS-CHARLES DE GAULLE airport,DE_EDDT,DE,EDDT,BERLIN-TEGEL airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport
133,international,DE_EDDF_PT_LPPT,855487,FRANKFURT/MAIN airport - LISBOA airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,PT_LPPT,PT,LPPT,LISBOA airport
134,international,DE_EDDK_ES_LEPA,851864,KOELN/BONN airport - PALMA DE MALLORCA airport,DE_EDDK,DE,EDDK,KOELN/BONN airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport
135,domestic,ES_LEBL_ES_LEMG,848964,BARCELONA/EL PRAT airport - MALAGA/COSTA DEL SOL airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,ES_LEMG,ES,LEMG,MALAGA/COSTA DEL SOL airport
136,international,DK_EKCH_FI_EFHK,848433,KOBENHAVN/KASTRUP airport - HELSINKI/VANTAA airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport,FI_EFHK,FI,EFHK,HELSINKI/VANTAA airport
137,international,NL_EHAM_UK_EGGW,843801,AMSTERDAM/SCHIPHOL airport - LONDON LUTON airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport,UK_EGGW,UK,EGGW,LONDON LUTON airport
138,domestic,ES_LEBL_ES_LEMH,837792,BARCELONA/EL PRAT airport - MENORCA airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,ES_LEMH,ES,LEMH,MENORCA airport
139,domestic,NO_ENBO_NO_ENGM,837447,BODO airport - OSLO/GARDERMOEN airport,NO_ENBO,NO,ENBO,BODO airport,NO_ENGM,NO,ENGM,OSLO/GARDERMOEN airport
140,domestic,ES_LEIB_ES_LEMD,837007,IBIZA airport - ADOLFO SUAREZ MADRID-BARAJAS airport,ES_LEIB,ES,LEIB,IBIZA airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport
141,domestic,ES_LEBB_ES_LEMD,835758,BILBAO airport - ADOLFO SUAREZ MADRID-BARAJAS airport,ES_LEBB,ES,LEBB,BILBAO airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport
142,international,AT_LOWW_UK_EGLL,835185,WIEN-SCHWECHAT airport - LONDON HEATHROW airport,AT_LOWW,AT,LOWW,WIEN-SCHWECHAT airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
143,domestic,TR_LTAC_TR_LTAI,832386,ANKARA/ESENBOGA airport - ANTALYA airport,TR_LTAC,TR,LTAC,ANKARA/ESENBOGA airport,TR_LTAI,TR,LTAI,ANTALYA airport
144,domestic,PT_LPPD_PT_LPPT,832067,PONTA DELGADA airport - LISBOA airport,PT_LPPD,PT,LPPD,PONTA DELGADA airport,PT_LPPT,PT,LPPT,LISBOA airport
145,international,CH_LSGG_UK_EGKK,830476,GENEVA airport - LONDON GATWICK airport,CH_LSGG,CH,LSGG,GENEVA airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
146,international,FI_EFHK_UK_EGLL,817959,HELSINKI/VANTAA airport - LONDON HEATHROW airport,FI_EFHK,FI,EFHK,HELSINKI/VANTAA airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
147,international,FR_LFPG_IT_LIPZ,813781,PARIS-CHARLES DE GAULLE airport - VENEZIA/TESSERA airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport,IT_LIPZ,IT,LIPZ,VENEZIA/TESSERA airport
148,domestic,ES_GCLP_ES_GCRR,803965,GRAN CANARIA airport - LANZAROTE airport,ES_GCLP,ES,GCLP,GRAN CANARIA airport,ES_GCRR,ES,GCRR,LANZAROTE airport
149,domestic,TR_LTAF_TR_LTFM,801441,ADANA airport - ISTANBUL/ISTANBUL HAVALIMANI airport,TR_LTAF,TR,LTAF,ADANA airport,TR_LTFM,TR,LTFM,ISTANBUL/ISTANBUL HAVALIMANI airport
150,international,DE_EDDS_ES_LEPA,791911,STUTTGART airport - PALMA DE MALLORCA airport,DE_EDDS,DE,EDDS,STUTTGART airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport
151,international,ES_LEBL_UK_EGLL,785160,BARCELONA/EL PRAT airport - LONDON HEATHROW airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
152,domestic,SE_ESGG_SE_ESSA,782866,GOTEBORG/LANDVETTER airport - STOCKHOLM/ARLANDA airport,SE_ESGG,SE,ESGG,GOTEBORG/LANDVETTER airport,SE_ESSA,SE,ESSA,STOCKHOLM/ARLANDA airport
153,international,ES_LEPA_UK_EGCC,782551,PALMA DE MALLORCA airport - MANCHESTER airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport,UK_EGCC,UK,EGCC,MANCHESTER airport
154,domestic,DK_EKCH_DK_EKYT,777719,KOBENHAVN/KASTRUP airport - AALBORG airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport,DK_EKYT,DK,EKYT,AALBORG airport
155,international,DK_EKCH_FR_LFPG,776058,KOBENHAVN/KASTRUP airport - PARIS-CHARLES DE GAULLE airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport
156,international,ES_LEPA_UK_EGKK,773165,PALMA DE MALLORCA airport - LONDON GATWICK airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
157,international,BE_EBBR_PT_LPPT,772869,BRUSSELS airport - LISBOA airport,BE_EBBR,BE,EBBR,BRUSSELS airport,PT_LPPT,PT,LPPT,LISBOA airport
158,international,DK_EKCH_UK_EGKK,770836,KOBENHAVN/KASTRUP airport - LONDON GATWICK airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
159,international,AT_LOWW_DE_EDDL,770693,WIEN-SCHWECHAT airport - DUESSELDORF airport,AT_LOWW,AT,LOWW,WIEN-SCHWECHAT airport,DE_EDDL,DE,EDDL,DUESSELDORF airport
160,domestic,IT_LIML_IT_LIRF,770661,MILANO/LINATE airport - ROMA/FIUMICINO airport,IT_LIML,IT,LIML,MILANO/LINATE airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport
161,international,FR_LFPG_TR_LTFM,765361,PARIS-CHARLES DE GAULLE airport - ISTANBUL/ISTANBUL HAVALIMANI airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport,TR_LTFM,TR,LTFM,ISTANBUL/ISTANBUL HAVALIMANI airport
162,domestic,IT_LIBD_IT_LIRF,761887,BARI/PALESE airport - ROMA/FIUMICINO airport,IT_LIBD,IT,LIBD,BARI/PALESE airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport
163,domestic,ES_GCLA_ES_GCXO,760226,LA PALMA airport - TENERIFE NORTE airport,ES_GCLA,ES,GCLA,LA PALMA airport,ES_GCXO,ES,GCXO,TENERIFE NORTE airport
164,international,DE_EDDF_IE_EIDW,759621,FRANKFURT/MAIN airport - DUBLIN airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,IE_EIDW,IE,EIDW,DUBLIN airport
165,international,CZ_LKPR_NL_EHAM,758629,PRAHA/RUZYNE airport - AMSTERDAM/SCHIPHOL airport,CZ_LKPR,CZ,LKPR,PRAHA/RUZYNE airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
166,domestic,TR_LTAJ_TR_LTFJ,758056,GAZIANTEP airport - ISTANBUL/SABIHA GOKCEN airport,TR_LTAJ,TR,LTAJ,GAZIANTEP airport,TR_LTFJ,TR,LTFJ,ISTANBUL/SABIHA GOKCEN airport
167,international,FR_LFPG_IE_EIDW,757294,PARIS-CHARLES DE GAULLE airport - DUBLIN airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport,IE_EIDW,IE,EIDW,DUBLIN airport
168,international,DE_EDDT_UK_EGLL,750152,BERLIN-TEGEL airport - LONDON HEATHROW airport,DE_EDDT,DE,EDDT,BERLIN-TEGEL airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
169,international,ES_LEMD_IT_LIMC,747996,ADOLFO SUAREZ MADRID-BARAJAS airport - MILANO/MALPENSA airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,IT_LIMC,IT,LIMC,MILANO/MALPENSA airport
170,international,CH_LSZH_DE_EDDL,747857,ZURICH airport - DUESSELDORF airport,CH_LSZH,CH,LSZH,ZURICH airport,DE_EDDL,DE,EDDL,DUESSELDORF airport
171,international,EL_LGAV_UK_EGLL,745916,ATHINAI/ELEFTHERIOS VENIZELOS airport - LONDON HEATHROW airport,EL_LGAV,EL,LGAV,ATHINAI/ELEFTHERIOS VENIZELOS airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
172,international,ES_LEAL_UK_EGCC,742503,ALICANTE airport - MANCHESTER airport,ES_LEAL,ES,LEAL,ALICANTE airport,UK_EGCC,UK,EGCC,MANCHESTER airport
173,international,NL_EHAM_TR_LTFM,741853,AMSTERDAM/SCHIPHOL airport - ISTANBUL/ISTANBUL HAVALIMANI airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport,TR_LTFM,TR,LTFM,ISTANBUL/ISTANBUL HAVALIMANI airport
174,international,IT_LIRF_UK_EGKK,740818,ROMA/FIUMICINO airport - LONDON GATWICK airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
175,international,FI_EFHK_NL_EHAM,739393,HELSINKI/VANTAA airport - AMSTERDAM/SCHIPHOL airport,FI_EFHK,FI,EFHK,HELSINKI/VANTAA airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
176,international,CZ_LKPR_FR_LFPG,738327,PRAHA/RUZYNE airport - PARIS-CHARLES DE GAULLE airport,CZ_LKPR,CZ,LKPR,PRAHA/RUZYNE airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport
177,domestic,DE_EDDH_DE_EDDS,736612,HAMBURG airport - STUTTGART airport,DE_EDDH,DE,EDDH,HAMBURG airport,DE_EDDS,DE,EDDS,STUTTGART airport
178,domestic,IT_LICA_IT_LIMC,736192,LAMEZIA TERME airport - MILANO/MALPENSA airport,IT_LICA,IT,LICA,LAMEZIA TERME airport,IT_LIMC,IT,LIMC,MILANO/MALPENSA airport
179,domestic,UK_EGKK_UK_EGPH,731180,LONDON GATWICK airport - EDINBURGH airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport,UK_EGPH,UK,EGPH,EDINBURGH airport
180,international,DE_EDDL_UK_EGLL,729356,DUESSELDORF airport - LONDON HEATHROW airport,DE_EDDL,DE,EDDL,DUESSELDORF airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
181,domestic,TR_LTBA_TR_LTBJ,728154,ISTANBUL/ATATURK airport - IZMIR/ADNAN MENDERES airport,TR_LTBA,TR,LTBA,ISTANBUL/ATATURK airport,TR_LTBJ,TR,LTBJ,IZMIR/ADNAN MENDERES airport
182,international,FR_LFPO_IT_LIRF,727540,PARIS-ORLY airport - ROMA/FIUMICINO airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport
183,international,CH_LSGG_FR_LFPG,726019,GENEVA airport - PARIS-CHARLES DE GAULLE airport,CH_LSGG,CH,LSGG,GENEVA airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport
184,international,DE_EDDF_HU_LHBP,723922,FRANKFURT/MAIN airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,HU_LHBP,HU,LHBP,BUDAPEST/LISZT FERENC INTERNATIONAL airport
185,international,CH_LSZH_FR_LFPG,723610,ZURICH airport - PARIS-CHARLES DE GAULLE airport,CH_LSZH,CH,LSZH,ZURICH airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport
186,international,NL_EHAM_NO_ENGM,721489,AMSTERDAM/SCHIPHOL airport - OSLO/GARDERMOEN airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport,NO_ENGM,NO,ENGM,OSLO/GARDERMOEN airport
187,international,BE_EBBR_IT_LIRF,720186,BRUSSELS airport - ROMA/FIUMICINO airport,BE_EBBR,BE,EBBR,BRUSSELS airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport
188,domestic,ES_LEMD_ES_LEST,719748,ADOLFO SUAREZ MADRID-BARAJAS airport - SANTIAGO airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,ES_LEST,ES,LEST,SANTIAGO airport
189,international,DE_EDDK_TR_LTAI,719717,KOELN/BONN airport - ANTALYA (MIL-CIV) airport,DE_EDDK,DE,EDDK,KOELN/BONN airport,TR_LTAI,TR,LTAI,ANTALYA (MIL-CIV) airport
190,international,AT_LOWW_DE_EDDH,719255,WIEN-SCHWECHAT airport - HAMBURG airport,AT_LOWW,AT,LOWW,WIEN-SCHWECHAT airport,DE_EDDH,DE,EDDH,HAMBURG airport
191,international,DE_EDDM_IT_LIRF,717631,MUENCHEN airport - ROMA/FIUMICINO airport,DE_EDDM,DE,EDDM,MUENCHEN airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport
192,international,PT_LPFR_UK_EGKK,715089,FARO airport - LONDON GATWICK airport,PT_LPFR,PT,LPFR,FARO airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
193,international,CH_LSGG_NL_EHAM,706238,GENEVA airport - AMSTERDAM/SCHIPHOL airport,CH_LSGG,CH,LSGG,GENEVA airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
194,international,NL_EHAM_UK_EGBB,702870,AMSTERDAM/SCHIPHOL airport - BIRMINGHAM airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport,UK_EGBB,UK,EGBB,BIRMINGHAM airport
195,international,ES_GCTS_UK_EGKK,698634,TENERIFE SUR/REINA SOFIA airport - LONDON GATWICK airport,ES_GCTS,ES,GCTS,TENERIFE SUR/REINA SOFIA airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
196,international,IT_LIPZ_UK_EGKK,696333,VENEZIA/TESSERA airport - LONDON GATWICK airport,IT_LIPZ,IT,LIPZ,VENEZIA/TESSERA airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
197,international,DE_EDDF_SE_ESSA,695712,FRANKFURT/MAIN airport - STOCKHOLM/ARLANDA airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,SE_ESSA,SE,ESSA,STOCKHOLM/ARLANDA airport
198,international,ES_LEBL_PT_LPPR,692936,BARCELONA/EL PRAT airport - PORTO airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,PT_LPPR,PT,LPPR,PORTO airport
199,international,CH_LSZH_DE_EDDH,692724,ZURICH airport - HAMBURG airport,CH_LSZH,CH,LSZH,ZURICH airport,DE_EDDH,DE,EDDH,HAMBURG airport
200,international,DE_EDDF_IT_LIRF,692187,FRANKFURT/MAIN airport - ROMA/FIUMICINO airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport
201,domestic,UK_EGLL_UK_EGPD,692096,LONDON HEATHROW airport - ABERDEEN/DYCE airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport,UK_EGPD,UK,EGPD,ABERDEEN/DYCE airport
202,international,CH_LSZH_ES_LEMD,691185,ZURICH airport - ADOLFO SUAREZ MADRID-BARAJAS airport,CH_LSZH,CH,LSZH,ZURICH airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport
203,domestic,SE_ESNU_SE_ESSA,691153,UMEA airport - STOCKHOLM/ARLANDA airport,SE_ESNU,SE,ESNU,UMEA airport,SE_ESSA,SE,ESSA,STOCKHOLM/ARLANDA airport
204,international,FR_LFPG_PT_LPPT,690140,PARIS-CHARLES DE GAULLE airport - LISBOA airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport,PT_LPPT,PT,LPPT,LISBOA airport
205,international,CH_LSGG_PT_LPPR,687568,GENEVA airport - PORTO airport,CH_LSGG,CH,LSGG,GENEVA airport,PT_LPPR,PT,LPPR,PORTO airport
206,international,EL_LGAV_FR_LFPG,685105,ATHINAI/ELEFTHERIOS VENIZELOS airport - PARIS-CHARLES DE GAULLE airport,EL_LGAV,EL,LGAV,ATHINAI/ELEFTHERIOS VENIZELOS airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport
207,international,DE_EDDT_NL_EHAM,684626,BERLIN-TEGEL airport - AMSTERDAM/SCHIPHOL airport,DE_EDDT,DE,EDDT,BERLIN-TEGEL airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
208,domestic,ES_LEMD_ES_LEVX,683930,ADOLFO SUAREZ MADRID-BARAJAS airport - VIGO airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,ES_LEVX,ES,LEVX,VIGO airport
209,international,FR_LFPG_UK_EGCC,683651,PARIS-CHARLES DE GAULLE airport - MANCHESTER airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport,UK_EGCC,UK,EGCC,MANCHESTER airport
210,international,NO_ENGM_UK_EGLL,682830,OSLO/GARDERMOEN airport - LONDON HEATHROW airport,NO_ENGM,NO,ENGM,OSLO/GARDERMOEN airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
211,domestic,ES_LECO_ES_LEMD,680075,A CORUNA airport - ADOLFO SUAREZ MADRID-BARAJAS airport,ES_LECO,ES,LECO,A CORUNA airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport
212,international,NL_EHAM_UK_EGPH,680043,AMSTERDAM/SCHIPHOL airport - EDINBURGH airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport,UK_EGPH,UK,EGPH,EDINBURGH airport
213,domestic,FR_LFML_FR_LFPG,675774,MARSEILLE-PROVENCE airport - PARIS-CHARLES DE GAULLE airport,FR_LFML,FR,LFML,MARSEILLE-PROVENCE airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport
214,international,BE_EBBR_UK_EGLL,675583,BRUSSELS airport - LONDON HEATHROW airport,BE_EBBR,BE,EBBR,BRUSSELS airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
215,international,RO_LROP_UK_EGGW,675571,BUCURESTI/HENRI COANDA airport - LONDON LUTON airport,RO_LROP,RO,LROP,BUCURESTI/HENRI COANDA airport,UK_EGGW,UK,EGGW,LONDON LUTON airport
216,international,NL_EHAM_UK_EGLC,669146,AMSTERDAM/SCHIPHOL airport - LONDON/CITY airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport,UK_EGLC,UK,EGLC,LONDON/CITY airport
217,domestic,UK_EGAC_UK_EGLL,666896,BELFAST/CITY airport - LONDON HEATHROW airport,UK_EGAC,UK,EGAC,BELFAST/CITY airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
218,domestic,ES_GCFV_ES_GCLP,664468,FUERTEVENTURA airport - GRAN CANARIA airport,ES_GCFV,ES,GCFV,FUERTEVENTURA airport,ES_GCLP,ES,GCLP,GRAN CANARIA airport
219,international,DE_EDDF_DK_EKCH,661848,FRANKFURT/MAIN airport - KOBENHAVN/KASTRUP airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport
220,international,FR_LFPG_SE_ESSA,661549,PARIS-CHARLES DE GAULLE airport - STOCKHOLM/ARLANDA airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport,SE_ESSA,SE,ESSA,STOCKHOLM/ARLANDA airport
221,international,IE_EIDW_UK_EGPH,658111,DUBLIN airport - EDINBURGH airport,IE_EIDW,IE,EIDW,DUBLIN airport,UK_EGPH,UK,EGPH,EDINBURGH airport
222,international,CH_LSZH_ES_LEBL,657543,ZURICH airport - BARCELONA/EL PRAT airport,CH_LSZH,CH,LSZH,ZURICH airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport
223,international,ES_LEMG_IE_EIDW,657377,MALAGA/COSTA DEL SOL airport - DUBLIN airport,ES_LEMG,ES,LEMG,MALAGA/COSTA DEL SOL airport,IE_EIDW,IE,EIDW,DUBLIN airport
224,international,ES_LEMG_NL_EHAM,656557,MALAGA/COSTA DEL SOL airport - AMSTERDAM/SCHIPHOL airport,ES_LEMG,ES,LEMG,MALAGA/COSTA DEL SOL airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
225,domestic,NO_ENAL_NO_ENGM,654853,ALESUND/VIGRA airport - OSLO/GARDERMOEN airport,NO_ENAL,NO,ENAL,ALESUND/VIGRA airport,NO_ENGM,NO,ENGM,OSLO/GARDERMOEN airport
226,domestic,FR_LFBD_FR_LFPG,652165,BORDEAUX-MERIGNAC airport - PARIS-CHARLES DE GAULLE airport,FR_LFBD,FR,LFBD,BORDEAUX-MERIGNAC airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport
227,international,CH_LSZH_DE_EDDF,652094,ZURICH airport - FRANKFURT/MAIN airport,CH_LSZH,CH,LSZH,ZURICH airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport
228,domestic,TR_LTFE_TR_LTFM,646237,MUGLA/MILAS-BODRUM airport - ISTANBUL/ISTANBUL HAVALIMANI airport,TR_LTFE,TR,LTFE,MUGLA/MILAS-BODRUM airport,TR_LTFM,TR,LTFM,ISTANBUL/ISTANBUL HAVALIMANI airport
229,international,IT_LIMC_UK_EGKK,643606,MILANO/MALPENSA airport - LONDON GATWICK airport,IT_LIMC,IT,LIMC,MILANO/MALPENSA airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
230,domestic,TR_LTFH_TR_LTFJ,643074,SAMSUN/CARSAMBA airport - ISTANBUL/SABIHA GOKCEN airport,TR_LTFH,TR,LTFH,SAMSUN/CARSAMBA airport,TR_LTFJ,TR,LTFJ,ISTANBUL/SABIHA GOKCEN airport
231,domestic,UK_EGKK_UK_EGPF,642931,LONDON GATWICK airport - GLASGOW airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport,UK_EGPF,UK,EGPF,GLASGOW airport
232,domestic,TR_LTCG_TR_LTFM,642801,TRABZON airport - ISTANBUL/ISTANBUL HAVALIMANI airport,TR_LTCG,TR,LTCG,TRABZON airport,TR_LTFM,TR,LTFM,ISTANBUL/ISTANBUL HAVALIMANI airport
233,international,CH_LSGG_ES_LEBL,640835,GENEVA airport - BARCELONA/EL PRAT airport,CH_LSGG,CH,LSGG,GENEVA airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport
234,international,AT_LOWW_ES_LEBL,639550,WIEN-SCHWECHAT airport - BARCELONA/EL PRAT airport,AT_LOWW,AT,LOWW,WIEN-SCHWECHAT airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport
235,international,DE_EDDV_ES_LEPA,639010,HANNOVER airport - PALMA DE MALLORCA airport,DE_EDDV,DE,EDDV,HANNOVER airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport
236,international,AT_LOWW_RO_LROP,633829,WIEN-SCHWECHAT airport - BUCURESTI/HENRI COANDA airport,AT_LOWW,AT,LOWW,WIEN-SCHWECHAT airport,RO_LROP,RO,LROP,BUCURESTI/HENRI COANDA airport
237,domestic,CH_LSGG_CH_LSZH,628620,GENEVA airport - ZURICH airport,CH_LSGG,CH,LSGG,GENEVA airport,CH_LSZH,CH,LSZH,ZURICH airport
238,international,IT_LIRA_UK_EGSS,627100,ROMA/CIAMPINO airport - LONDON STANSTED airport,IT_LIRA,IT,LIRA,ROMA/CIAMPINO airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
